Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|57,Win,,,,,,,,,,,,,,
,,,,,,SteezQueLOE,18,14,6,0,1,3,2,7,77.8,9,1,2,50.0
,,,,,,NooCalleriiD_TTV,17,1,3,0,0,0,1,7,63.6,11,3,6,50.0
,,,,,,Oc-ern-,14,0,3,0,0,1,0,5,55.6,9,4,5,80.0
,,,,,,OC-SlightlyLate,6,7,4,1,0,1,2,2,25.0,8,2,6,33.3
,,,,,,YouxBop,2,0,0,0,0,1,0,1,25.0,4,0,0,0
,,,The 6ixx Prep,0|0|0|0|0|45,Loss,,,,,,,,,,,,,,,
,,,,,,Svmmrs1of1,18,10,1,0,1,0,0,9,69.2,13,0,0,0
,,,,,,ttv-bngbrojayloo,10,1,3,1,1,0,2,4,28.6,14,2,9,22.2
,,,,,,Stealoh,7,0,9,1,0,1,0,2,40.0,5,2,4,50.0
,,,,,,LocckJa,7,0,0,0,0,2,0,3,50.0,6,1,2,50.0
,,,,,,Spookynugget24,3,3,2,0,1,2,0,1,100.0,1,1,1,100.0
