Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,32,0,4,0,0,3,1,10,55.6,18,10,18,55.6
,,,,,,OC-SlightlyLate,20,11,8,0,1,1,2,10,90.9,11,0,0,0
,,,,,,Oc-ern-,16,0,10,1,0,0,3,6,60.0,10,4,7,57.1
,,,,,,YouxBop,10,0,2,0,0,2,2,5,55.6,9,0,4,0.0
,,,,,,SteezQueLOE,0,6,3,2,0,0,0,0,0,0,0,0,0
,,,SWVA PARADISE,0|0|0|0|0|86,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,36,0,6,1,0,0,0,12,63.2,19,10,15,66.7
,,,,,,I CheddR I,17,0,7,0,0,1,1,7,50.0,14,3,8,37.5
,,,,,,Reedrix,14,15,8,0,0,0,1,7,63.6,11,0,0,0
,,,,,,VelcroV,12,0,1,3,0,1,0,4,80.0,5,4,4,100.0
,,,,,,King Plamer,7,5,2,2,0,2,1,3,50.0,6,1,3,33.3
