Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Heartless,0|0|0|0|0|68,Win,,,,,,,,,,,,,,
,,,,,,GINOBILLI,33,3,8,0,0,1,1,11,68.8,16,9,12,75.0
,,,,,,lllllll1,12,0,1,0,0,0,3,4,44.4,9,1,4,25.0
,,,,,,ILouiiV,8,11,4,0,0,2,0,3,100.0,3,0,0,0
,,,,,,II MxL II,8,3,1,0,1,3,0,3,50.0,6,2,4,50.0
,,,,,,Prvmx,7,0,0,3,0,1,1,3,75.0,4,0,1,0.0
,,,6ix Elite,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,RhinoDiarrhea,16,0,8,0,0,3,3,5,35.7,14,4,11,36.4
,,,,,,StephBeenLit,16,0,1,2,0,1,0,6,54.5,11,2,6,33.3
,,,,,,Dungardoctor,12,13,6,0,0,2,0,5,83.3,6,2,2,100.0
,,,,,,InEdWeTrust-,6,0,1,2,0,1,0,3,75.0,4,0,1,0.0
,,,,,,IIManuck,6,4,0,0,0,1,1,2,25.0,8,2,6,33.3
