Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Out for blood,0|0|0|0|0|92,Loss,,,,,,,,,,,,,,
,,,,,,Duffyszn2k,28,0,5,1,0,2,2,10,71.4,14,8,12,66.7
,,,,,,Boogie GS,22,0,1,2,0,0,0,8,50.0,16,6,14,42.9
,,,,,,Rich Rell,17,6,4,1,1,1,4,6,100.0,6,5,5,100.0
,,,,,,Zee Da A1 PG,14,1,12,2,0,0,1,5,55.6,9,3,7,42.9
,,,,,,xMyless,11,5,8,1,0,1,3,4,66.7,6,3,4,75.0
,,,Bad Energy,0|0|0|0|0|102,Win,,,,,,,,,,,,,,,
,,,,,,Mvsephh,40,11,4,3,1,2,1,17,94.4,18,2,2,100.0
,,,,,,Im Vxnom,24,1,4,1,0,0,1,9,52.9,17,6,10,60.0
,,,,,,StopMortal,21,1,12,0,0,1,0,7,70.0,10,7,10,70.0
,,,,,,AintThatOurBall,9,8,7,2,0,0,3,4,44.4,9,1,5,20.0
,,,,,,CJ_OnDeck,8,1,1,3,0,0,3,3,100.0,3,2,2,100.0
