Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Untouchabulls,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,
,,,,,,ISwaggyz,31,0,3,0,0,1,8,11,73.3,15,7,11,63.6
,,,,,,LockGPT,18,0,6,2,0,1,0,7,63.6,11,4,6,66.7
,,,,,,ICoscu,11,7,4,1,0,0,0,4,66.7,6,3,5,60.0
,,,,,,Controverssy,6,5,5,1,0,4,1,3,75.0,4,0,0,0
,,,,,,Robertito_007,0,3,1,0,1,2,2,0,0.0,3,0,2,0.0
,,,Coatesville,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,DotForDubs,21,1,4,1,0,0,2,8,57.1,14,4,8,50.0
,,,,,,IIBiggWanll,18,0,1,4,0,3,1,7,70.0,10,4,6,66.7
,,,,,,Shaq Leonard725,15,13,3,0,0,1,0,6,66.7,9,0,0,0
,,,,,,EnvyZayyy,13,0,4,2,0,1,0,5,55.6,9,3,6,50.0
,,,,,,JlottoDaDon,11,4,8,1,0,2,2,4,50.0,8,3,4,75.0
