Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Hoop culture,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,Routted,30,0,3,2,1,1,1,11,64.7,17,8,13,61.5
,,,,,,StopMyMid,22,1,13,1,0,1,0,7,43.8,16,5,9,55.6
,,,,,,TayGilgeous,20,13,1,1,0,2,3,9,90.0,10,0,1,0.0
,,,,,,EST-TRU,3,4,0,3,0,2,0,1,100.0,1,1,1,100.0
,,,,,,LiquiditySweepp,2,0,2,0,0,1,0,1,50.0,2,0,1,0.0
,,,No Warning,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,Ayrabb-,28,0,5,0,0,3,3,10,66.7,15,8,11,72.7
,,,,,,JusFadez-,23,0,6,0,0,1,4,8,61.5,13,7,12,58.3
,,,,,,JusstinShines,8,3,2,3,0,3,0,3,60.0,5,2,3,66.7
,,,,,,Tempiffy,7,8,5,0,0,1,0,2,40.0,5,1,3,33.3
,,,,,,yDeadeyeYT,5,3,1,0,2,1,1,2,50.0,4,1,3,33.3
