Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Hoop Nation,0|0|0|0|0|105,Win,,,,,,,,,,,,,,
,,,,,,Perlsmutty,37,0,3,5,0,1,1,14,66.7,21,9,14,64.3
,,,,,,HAAMICIDE,22,0,0,3,0,2,0,8,61.5,13,6,11,54.5
,,,,,,Deadpoolk,18,1,17,4,0,1,0,7,58.3,12,4,8,50.0
,,,,,,TTurboXXL,17,6,3,2,0,1,1,6,54.5,11,5,10,50.0
,,,,,,wavvyxxll,11,22,6,1,0,0,1,5,55.6,9,1,2,50.0
,,,Flourish Citizens,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,JMDHeisman,20,0,4,0,0,0,4,8,61.5,13,4,6,66.7
,,,,,,JJGotTheJuice,11,1,3,1,0,0,2,4,50.0,8,3,7,42.9
,,,,,,ImClem4Real,8,0,3,1,0,1,6,3,37.5,8,2,5,40.0
,,,,,,M1keyTheGem40,8,7,5,0,0,0,2,3,42.9,7,2,3,66.7
,,,,,,TGF4021,8,6,3,0,0,0,4,4,80.0,5,0,0,0
