Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|41,Loss,,,,,,,,,,,,,,
,,,,,,SioDied,12,3,0,1,0,1,0,5,62.5,8,2,5,40.0
,,,,,,IIIIWayys,11,1,2,0,0,1,0,4,66.7,6,3,5,60.0
,,,,,,xojask,10,6,3,1,1,2,4,5,62.5,8,0,2,0.0
,,,,,,lgothagun,6,1,8,0,0,0,2,2,40.0,5,1,4,25.0
,,,,,,Agaara,2,1,0,0,0,3,0,1,20.0,5,0,3,0.0
,,,Kiss My Timbs,0|0|0|0|0|56,Win,,,,,,,,,,,,,,,
,,,,,,MamaImDatMan,28,0,8,2,0,1,0,10,83.3,12,8,10,80.0
,,,,,,JoeMorning,16,6,0,0,0,0,0,8,100.0,8,0,0,0
,,,,,,CB13OnTwitch,10,1,6,2,0,0,2,3,50.0,6,2,5,40.0
,,,,,,DawsixonTwitch,2,0,0,2,0,3,0,1,25.0,4,0,0,0
,,,,,,SuperSeese,0,4,2,0,1,0,0,0,0.0,1,0,1,0.0
