Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,The Next Chapter,0|0|0|0|0|96,Loss,,,,,,,,,,,,,,
,,,,,,quickryceTTV,29,0,3,1,0,3,0,10,83.3,12,9,11,81.8
,,,,,,EBKJIM,25,0,20,0,0,0,3,10,62.5,16,5,10,50.0
,,,,,,LeTweezSimmons,17,3,2,1,1,3,1,6,75.0,8,5,7,71.4
,,,,,,Hizdom,16,8,4,0,0,1,3,8,80.0,10,0,0,0
,,,,,,BullyWxrld,9,0,2,1,0,4,1,3,50.0,6,3,6,50.0
,,,ZeroTolerance,0|0|0|0|0|106,Win,,,,,,,,,,,,,,,
,,,,,,Agaara,30,0,2,0,0,3,1,11,78.6,14,8,10,80.0
,,,,,,xojask,26,13,7,1,1,0,2,11,84.6,13,0,0,0
,,,,,,lgothagun,25,0,11,0,0,1,1,9,69.2,13,7,10,70.0
,,,,,,SioDied,17,4,6,3,0,0,0,7,53.8,13,3,7,42.9
,,,,,,SynnSuave,8,0,2,3,0,0,0,3,100.0,3,2,2,100.0
