Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,Oc-ern-,19,0,5,1,0,2,1,6,50.0,12,4,9,44.4
,,,,,,NooCalleriiD_TTV,17,0,9,0,0,0,4,5,35.7,14,4,8,50.0
,,,,,,OC-SlightlyLate,17,15,7,0,1,2,1,7,100.0,7,1,1,100.0
,,,,,,YouxBop,16,0,0,0,0,1,1,7,70.0,10,2,3,66.7
,,,,,,QueTreyz33,4,5,2,5,0,1,1,2,50.0,4,0,2,0.0
,,,Coatesville,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,DotForDubs,22,0,4,0,0,0,3,8,72.7,11,6,9,66.7
,,,,,,Xmajxx,19,0,8,5,0,1,1,8,50.0,16,3,8,37.5
,,,,,,IIBiggWanll,14,0,3,2,0,5,1,6,75.0,8,2,3,66.7
,,,,,,JlottoDaDon,6,7,2,1,2,4,1,2,50.0,4,2,2,100.0
,,,,,,BudSkrt,6,7,1,0,0,4,3,3,75.0,4,0,0,0
