Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Nightmare City,0|0|0|0|0|66,Win,,,,,,,,,,,,,,
,,,,,,xLattin,24,0,2,0,0,1,0,8,80.0,10,8,10,80.0
,,,,,,island Devil,17,1,13,0,0,0,5,6,40.0,15,5,12,41.7
,,,,,,XxCLUSIVE,17,6,1,1,1,0,2,8,100.0,8,1,1,100.0
,,,,,,IIBallwatchingll,4,1,0,2,0,1,0,2,100.0,2,0,0,0
,,,,,,Catchingblessing,4,5,3,1,0,2,0,2,40.0,5,0,2,0.0
,,,Hells Paradise,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,27,0,0,5,0,1,0,11,64.7,17,5,8,62.5
,,,,,,Sinnerz ll,18,0,9,1,0,0,3,7,63.6,11,4,7,57.1
,,,,,,Shankavelli,15,12,3,0,0,3,2,7,70.0,10,1,1,100.0
,,,,,,DonJulioTV,4,0,0,1,0,0,1,2,50.0,4,0,0,0
,,,,,,Tzuld,0,3,1,0,0,2,1,0,0,0,0,0,0
