Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Nightmare City,0|0|0|0|0|71,Win,,,,,,,,,,,,,,
,,,,,,xLattin,18,0,3,2,0,1,0,7,77.8,9,4,5,80.0
,,,,,,XxCLUSIVE,16,8,3,0,0,0,4,6,85.7,7,2,2,100.0
,,,,,,island Devil,15,1,15,0,0,0,2,6,42.9,14,3,6,50.0
,,,,,,IIBallwatchingll,12,0,0,2,0,1,0,5,83.3,6,2,3,66.7
,,,,,,Catchingblessing,10,1,0,1,0,3,0,4,80.0,5,2,3,66.7
,,,Hells Paradise,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,24,0,2,2,0,2,2,10,62.5,16,4,8,50.0
,,,,,,Sinnerz ll,20,0,4,0,0,1,3,9,64.3,14,2,6,33.3
,,,,,,Shankavelli,13,10,2,2,1,2,1,6,100.0,6,1,1,100.0
,,,,,,DonJulioTV,3,1,0,1,0,0,0,1,25.0,4,1,3,33.3
,,,,,,Tzuld,3,4,3,1,2,3,1,1,100.0,1,1,1,100.0
