Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Hells Paradise,0|0|0|0|0|100,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,36,1,7,0,0,0,3,13,86.7,15,8,10,80.0
,,,,,,TTV 4kJayW,26,0,6,0,0,3,0,9,75.0,12,8,11,72.7
,,,,,,Shankavelli,19,8,4,1,0,0,2,9,75.0,12,1,2,50.0
,,,,,,Tzuld,11,4,6,1,2,2,0,4,50.0,8,3,6,50.0
,,,,,,DonJulioTV,8,3,1,1,0,3,1,3,60.0,5,1,3,33.3
,,,BulletProof,0|0|0|0|0|98,Loss,,,,,,,,,,,,,,,
,,,,,,HellaBoots,31,0,9,0,0,0,2,10,52.6,19,6,12,50.0
,,,,,,TotallyCoco,24,6,2,1,0,3,1,8,100.0,8,8,8,100.0
,,,,,,sonovember,20,6,3,0,1,1,0,10,83.3,12,0,0,0
,,,,,,HellaHeavys,13,0,10,0,0,0,0,5,71.4,7,3,4,75.0
,,,,,,Jairo2k,10,0,2,5,0,3,0,4,57.1,7,2,4,50.0
