Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,
,,,,,,WavyJC_,24,1,9,2,0,0,3,9,81.8,11,6,6,100.0
,,,,,,Wrap Again,18,0,5,0,0,1,2,7,58.3,12,4,9,44.4
,,,,,,Ima sell,16,0,1,1,0,2,0,6,100.0,6,4,4,100.0
,,,,,,KingSebass_,14,6,5,0,0,3,1,7,70.0,10,0,0,0
,,,,,,sSq5der,0,0,2,1,0,2,0,0,0,0,0,0,0
,,,Coatesville,0|0|0|0|0|84,Win,,,,,,,,,,,,,,,
,,,,,,Xmajxx,34,0,0,1,0,3,0,14,73.7,19,6,9,66.7
,,,,,,EnvyZayyy,28,0,14,0,0,3,2,11,73.3,15,6,9,66.7
,,,,,,BudSkrt,18,9,6,1,1,0,0,9,90.0,10,0,0,0
,,,,,,JlottoDaDon,3,3,0,0,0,1,0,1,100.0,1,1,1,100.0
,,,,,,VerifiedMere,1,1,3,2,0,2,2,0,0,0,0,0,0
