Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,
,,,,,,Fen Sins,42,0,7,1,0,0,1,16,69.6,23,10,16,62.5
,,,,,,King Plamer,13,0,0,1,1,0,0,5,83.3,6,3,4,75.0
,,,,,,DizzyFS,11,2,7,1,0,1,3,3,30.0,10,3,9,33.3
,,,,,,Reedrix,6,12,6,0,0,1,2,3,60.0,5,0,0,0
,,,,,,Gamble Scopes,6,0,1,0,0,2,0,3,60.0,5,0,2,0.0
,,,Rockstar,0|0|0|0|0|87,Win,,,,,,,,,,,,,,,
,,,,,,Pgjeree,35,0,11,0,0,1,1,11,73.3,15,8,10,80.0
,,,,,,iSnap380-,35,0,1,1,0,2,1,14,70.0,20,7,10,70.0
,,,,,,iiExcuseMe-,7,3,1,0,1,1,0,3,75.0,4,1,2,50.0
,,,,,,EL1TEIANA,6,14,8,2,0,1,3,3,75.0,4,0,0,0
,,,,,,Solotry,4,1,0,1,1,1,0,2,66.7,3,0,1,0.0
