Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,DogHouse,0|0|0|0|0|98,Win,,,,,,,,,,,,,,
,,,,,,LvKaid,61,2,12,2,0,0,4,21,67.7,31,19,28,67.9
,,,,,,ShootLikeDev,14,0,2,3,1,2,2,5,100.0,5,2,2,100.0
,,,,,,KingPapiDrip,10,8,4,2,1,2,1,5,83.3,6,0,1,0.0
,,,,,,STF_Merk,8,3,3,1,0,1,0,4,100.0,4,0,0,0
,,,,,,Itsphoenix658,5,0,1,0,0,1,0,2,66.7,3,1,2,50.0
,,,Under The Influence,0|0|0|0|0|84,Loss,,,,,,,,,,,,,,,
,,,,,,Its Goin Up,28,0,3,0,0,1,0,10,76.9,13,8,10,80.0
,,,,,,Korvoski,23,3,3,3,0,0,0,9,75.0,12,5,6,83.3
,,,,,,IIBeebsterII,15,11,5,0,0,0,3,6,66.7,9,0,0,0
,,,,,,Love A Eater,12,0,12,1,0,3,5,4,40.0,10,2,7,28.6
,,,,,,ItsEalo,6,0,1,1,0,2,1,2,66.7,3,2,3,66.7
