Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,The 6ixx Prep,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,34,0,5,1,0,0,0,13,59.1,22,8,13,61.5
,,,,,,LocckJa,19,0,0,4,0,4,1,8,100.0,8,3,3,100.0
,,,,,,Stealoh,11,0,11,1,0,2,1,4,50.0,8,3,6,50.0
,,,,,,Svmmrs1of1,10,7,3,0,0,2,0,5,83.3,6,0,0,0
,,,,,,Spookynugget24,3,6,4,1,0,1,2,1,25.0,4,1,4,25.0
,,,DogHouse,0|0|0|0|0|86,Win,,,,,,,,,,,,,,,
,,,,,,LvKaid,37,0,12,0,0,0,2,11,55.0,20,10,17,58.8
,,,,,,BjgRed,17,14,4,0,0,0,2,8,72.7,11,1,1,100.0
,,,,,,KingPapiDrip,14,1,3,0,0,2,0,5,71.4,7,2,4,50.0
,,,,,,Itsphoenix658,12,5,0,0,1,0,3,4,66.7,6,3,5,60.0
,,,,,,ShootLikeDev,6,0,2,4,0,3,0,2,100.0,2,2,2,100.0
