Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,High Octane,0|0|0|0|0|94,Loss,,,,,,,,,,,,,,
,,,,,,II Quaa II,35,0,1,1,0,1,0,12,70.6,17,9,13,69.2
,,,,,,SpilledMyWock-,31,0,10,0,0,1,4,13,76.5,17,5,7,71.4
,,,,,,PurpDaMenace,14,12,8,1,0,2,3,6,60.0,10,2,3,66.7
,,,,,,xHatedKy,9,0,0,1,0,3,0,4,66.7,6,1,2,50.0
,,,,,,IIDevoll,5,2,3,5,0,1,0,1,33.3,3,1,1,100.0
,,,DogHouse,0|0|0|0|0|96,Win,,,,,,,,,,,,,,,
,,,,,,LvKaid,60,1,7,0,0,1,3,21,67.7,31,16,23,69.6
,,,,,,Itsphoenix658,15,0,3,0,0,0,2,6,75.0,8,3,5,60.0
,,,,,,ShootLikeDev,14,0,2,0,0,2,0,5,71.4,7,4,6,66.7
,,,,,,KingPapiDrip,7,12,8,1,0,0,3,3,60.0,5,0,1,0.0
,,,,,,STF_Merk,0,4,3,4,0,3,2,0,0.0,1,0,1,0.0
