Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Bad Energy,0|0|0|0|0|43,Win,,,,,,,,,,,,,,
,,,,,,Im Vxnom,17,0,4,1,0,0,0,6,75.0,8,5,7,71.4
,,,,,,StopMortal,9,1,4,0,0,0,1,3,100.0,3,2,2,100.0
,,,,,,Mvsephh,8,3,2,1,0,0,0,4,80.0,5,0,1,0.0
,,,,,,ILocksy,7,2,3,2,0,0,0,3,75.0,4,1,2,50.0
,,,,,,AintThatOurBall,2,3,1,1,0,4,0,1,100.0,1,0,0,0
,,,Know Ego,0|0|0|0|0|15,Loss,,,,,,,,,,,,,,,
,,,,,,AustinReegs,10,1,0,1,0,0,0,4,33.3,12,2,9,22.2
,,,,,,Shalla-Bal,3,1,0,0,0,0,1,1,100.0,1,1,1,100.0
,,,,,,FeenBitesBak,2,1,0,0,0,1,1,1,33.3,3,0,2,0.0
,,,,,,Belichecked,0,0,0,0,0,1,3,0,0.0,1,0,1,0.0
,,,,,,llSummon,0,4,2,0,0,0,1,0,0.0,2,0,0,0
