Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Flourish Citizens,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,
,,,,,,JJGotTheJuice,19,0,2,2,0,0,0,7,63.6,11,3,7,42.9
,,,,,,JMDHeisman,18,1,5,1,0,2,1,6,46.2,13,4,9,44.4
,,,,,,ImClem4Real,16,0,7,1,0,0,3,6,54.5,11,4,7,57.1
,,,,,,TGF4021,14,13,4,1,2,0,4,7,87.5,8,0,0,0
,,,,,,xzDOPExz,5,6,1,1,1,4,0,2,50.0,4,1,1,100.0
,,,SWVA PARADISE,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,26,0,9,2,0,0,2,10,50.0,20,6,13,46.2
,,,,,,Reedrix,15,16,3,0,0,0,3,7,100.0,7,0,0,0
,,,,,,King Plamer,13,2,0,3,1,1,0,5,62.5,8,3,4,75.0
,,,,,,I CheddR I,10,0,6,0,0,1,1,3,37.5,8,3,5,60.0
,,,,,,VelcroV,10,0,2,2,0,1,0,4,80.0,5,2,3,66.7
