Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Triborough,0|0|0|0|0|32,Loss,,,,,,,,,,,,,,
,,,,,,CrushMyShi,19,0,4,0,0,1,0,7,77.8,9,5,5,100.0
,,,,,,Saucejigga,4,0,0,0,1,0,0,2,50.0,4,0,2,0.0
,,,,,,XBrixton_,4,3,0,0,0,2,1,2,50.0,4,0,0,0
,,,,,,BaseballJ-TikTok,3,0,5,0,0,2,3,1,12.5,8,1,4,25.0
,,,,,,ITROYBOYI,2,3,2,0,0,0,2,1,25.0,4,0,2,0.0
,,,Major smoke,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,Wavyrose,25,0,2,0,0,0,0,9,81.8,11,7,9,77.8
,,,,,,Bnasty_Tv,22,2,9,1,0,0,1,9,75.0,12,4,5,80.0
,,,,,,Bstackz,10,4,3,0,0,0,1,4,80.0,5,2,3,66.7
,,,,,,Joe_pepi,7,11,3,1,1,0,0,3,60.0,5,1,1,100.0
,,,,,,Johnnyfresh21_,4,1,0,1,0,0,0,1,50.0,2,1,2,50.0
