Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Untouchabulls,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,LockGPT,28,0,2,2,0,1,1,11,68.8,16,6,9,66.7
,,,,,,ISwaggyz,20,0,9,0,0,2,0,7,70.0,10,6,8,75.0
,,,,,,Controverssy,16,7,3,0,0,0,4,8,80.0,10,0,0,0
,,,,,,ICHEVVAI,3,4,4,1,0,1,2,1,25.0,4,1,4,25.0
,,,,,,ICoscu,2,3,2,0,0,0,2,1,25.0,4,0,3,0.0
,,,BulletProof,0|0|0|0|0|89,Win,,,,,,,,,,,,,,,
,,,,,,HellaBoots,41,0,6,0,0,1,1,15,78.9,19,10,13,76.9
,,,,,,HellaHeavys,27,0,3,2,0,1,0,10,71.4,14,7,9,77.8
,,,,,,TotallyCoco,9,4,3,2,2,0,0,3,50.0,6,3,5,60.0
,,,,,,sonovember,8,11,4,0,0,0,1,4,57.1,7,0,1,0.0
,,,,,,Jairo2k,4,0,1,1,0,4,1,2,100.0,2,0,0,0
