Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/28/2025,,Regular Season,Iconic,0|0|0|0|0|79,Win,,,,,,,,,,,,,,
,,,,,,Gazulli,29,1,4,3,0,2,0,10,71.4,14,5,7,71.4
,,,,,,CamSPM,23,2,7,0,0,1,3,7,77.8,9,6,7,85.7
,,,,,,ReignJokic,12,5,7,0,2,2,2,5,71.4,7,2,2,100.0
,,,,,,Kye 716,10,2,1,1,1,4,2,4,100.0,4,2,2,100.0
,,,,,,IIRangeiana,5,2,1,0,0,0,0,2,100.0,2,0,0,0
,,,Liquid Pro Am,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,,
,,,,,,Antoinelove,36,0,3,1,0,1,1,14,87.5,16,8,10,80.0
,,,,,,doodlebam,12,0,9,0,0,2,1,5,41.7,12,2,9,22.2
,,,,,,Wrd2mymuvvaaa,11,2,0,4,2,3,1,4,44.4,9,3,8,37.5
,,,,,,jaysnagss,10,11,6,0,0,2,1,4,50.0,8,0,0,0
,,,,,,Zayynossll,8,2,1,2,0,4,0,3,60.0,5,2,3,66.7
