Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Lightsout,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,IIIzIIII,46,0,2,1,0,0,0,17,81.0,21,12,15,80.0
,,,,,,XFatboyTrae,12,13,4,0,1,1,2,6,85.7,7,0,0,0
,,,,,,Real JGF,11,1,0,3,1,1,1,5,71.4,7,1,1,100.0
,,,,,,Melder_,8,6,1,1,1,0,0,3,33.3,9,2,7,28.6
,,,,,,TmChris2k,5,0,16,0,0,0,0,2,40.0,5,1,4,25.0
,,,No Warning,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,JusFadez-,27,0,11,0,0,0,4,9,69.2,13,8,9,88.9
,,,,,,LEOTOPIA_,14,0,3,0,0,1,0,5,45.5,11,4,8,50.0
,,,,,,yDeadeyeYT,12,4,0,0,1,2,0,4,50.0,8,4,7,57.1
,,,,,,ThereGoFolks-,11,0,2,3,0,4,1,4,50.0,8,3,7,42.9
,,,,,,Tempiffy,10,8,3,0,0,0,1,5,83.3,6,0,0,0
