Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,PejaLanes,27,0,2,2,0,1,0,10,71.4,14,7,11,63.6
,,,,,,Coachwhogamesttv,25,0,8,1,0,0,1,11,73.3,15,3,6,50.0
,,,,,,Certified _Lu,11,2,1,3,0,1,0,4,100.0,4,3,3,100.0
,,,,,,Recentchris,11,0,1,4,0,4,1,5,45.5,11,1,6,16.7
,,,,,,IlMarkNuttlI,2,9,4,0,0,2,1,1,33.3,3,0,1,0.0
,,,Hidden Greatness,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,Futurewyd,23,0,9,1,0,0,5,9,56.3,16,5,11,45.5
,,,,,,Tfjuice,15,10,3,0,0,2,2,6,75.0,8,1,3,33.3
,,,,,,EvolutionDrizzy,12,0,0,0,0,0,0,4,66.7,6,2,3,66.7
,,,,,,Bufsi,9,7,1,0,0,0,1,3,75.0,4,3,4,75.0
,,,,,,Yessirdylan,3,0,0,1,0,1,2,1,33.3,3,1,3,33.3
