Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Madvillainz,0|0|0|0|0|75,Loss,,,,,,,,,,,,,,
,,,,,,Dead Prez,26,0,3,3,1,2,0,10,55.6,18,3,9,33.3
,,,,,,Proof rr,15,0,0,1,0,0,1,5,62.5,8,5,6,83.3
,,,,,,CassiusClayI,14,13,9,2,0,1,6,6,66.7,9,0,1,0.0
,,,,,,MaicoBeams,12,0,9,0,0,0,2,4,40.0,10,4,9,44.4
,,,,,,Create envy,8,8,2,1,0,3,1,3,42.9,7,2,5,40.0
,,,Out for blood,0|0|0|0|0|86,Win,,,,,,,,,,,,,,,
,,,,,,Zee Da A1 PG,26,1,9,0,0,1,1,10,76.9,13,6,9,66.7
,,,,,,xMyless,24,7,7,2,2,3,1,9,75.0,12,2,4,50.0
,,,,,,Cr vonte,18,2,2,0,1,2,0,7,77.8,9,4,6,66.7
,,,,,,Duffyszn2k,15,0,5,6,0,3,4,6,60.0,10,3,7,42.9
,,,,,,Rich Rell,3,4,1,0,0,3,1,1,25.0,4,1,3,33.3
