Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Hells Paradise,0|0|0|0|0|110,Win,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,41,0,8,1,0,4,2,15,75.0,20,11,15,73.3
,,,,,,Sinnerz ll,27,1,9,1,0,0,5,8,88.9,9,7,7,100.0
,,,,,,MJ EXISTS,22,1,4,1,0,2,0,8,88.9,9,6,6,100.0
,,,,,,Tzuld,11,11,9,0,0,0,0,5,71.4,7,1,3,33.3
,,,,,,DonJulioTV,9,6,2,0,1,0,1,3,75.0,4,3,4,75.0
,,,White Runtz,0|0|0|0|0|86,Loss,,,,,,,,,,,,,,,
,,,,,,MR-BOXDATSHI_TTV,37,0,8,1,0,2,1,17,58.6,29,3,10,30.0
,,,,,,DntPlayTs,22,0,0,1,0,0,1,8,72.7,11,6,9,66.7
,,,,,,HxxdieLxck,14,0,0,2,0,3,0,5,71.4,7,4,6,66.7
,,,,,,Comp 4L,8,1,1,2,0,0,0,3,42.9,7,2,5,40.0
,,,,,,hankgbit,5,9,4,1,0,1,1,2,66.7,3,1,1,100.0
