Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,6ixFatal,0|0|0|0|0|62,Win,,,,,,,,,,,,,,
,,,,,,IIITeelll,26,0,10,0,0,0,0,11,64.7,17,3,5,60.0
,,,,,,Ttv-bangbrojayloo,17,0,2,1,0,2,0,7,50.0,14,3,9,33.3
,,,,,,Yaegoated,9,14,3,0,0,0,1,4,57.1,7,1,1,100.0
,,,,,,Teeswings,6,7,0,1,1,2,1,2,25.0,8,2,8,25.0
,,,,,,BroNemGrave-,4,0,1,2,0,1,1,2,66.7,3,0,1,0.0
,,,Defy Gravity,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,llSafll,15,0,7,0,0,1,1,6,60.0,10,3,7,42.9
,,,,,,Jaigy,13,0,6,0,0,0,3,6,46.2,13,1,3,33.3
,,,,,,Ayeeyoocorb,12,8,2,0,0,2,0,5,100.0,5,0,0,0
,,,,,,NextLaneOpen-,10,0,1,3,1,2,0,3,75.0,4,3,3,100.0
,,,,,,DenyDots,9,5,1,0,0,0,0,4,80.0,5,1,1,100.0
