Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Untouchabulls,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,LockGPT,30,0,3,1,0,0,0,12,70.6,17,5,7,71.4
,,,,,,ISwaggyz,26,1,9,0,0,3,5,10,58.8,17,6,10,60.0
,,,,,,ICoscu,9,5,3,0,1,4,0,3,60.0,5,3,5,60.0
,,,,,,Controverssy,6,7,3,1,0,0,1,3,60.0,5,0,0,0
,,,,,,wwwSega,0,3,2,1,0,0,1,0,0.0,3,0,3,0.0
,,,6ixFatal,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,NooDipp,33,0,2,2,0,1,0,13,68.4,19,7,12,58.3
,,,,,,Breeshaveli,17,0,14,0,0,0,2,6,50.0,12,5,10,50.0
,,,,,,IxJasonl,14,10,3,0,1,0,1,7,100.0,7,0,0,0
,,,,,,Teeswings,13,5,3,1,0,2,1,5,83.3,6,3,4,75.0
,,,,,,IIswipez,5,1,1,2,1,1,0,2,50.0,4,1,2,50.0
