Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,Supreme styles,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,
,,,,,,Amp110,22,1,0,1,1,0,0,10,100.0,10,2,2,100.0
,,,,,,Nolimitkev,14,0,4,2,0,2,1,5,50.0,10,4,9,44.4
,,,,,,LethalTrxster,11,9,5,1,0,2,1,4,66.7,6,1,3,33.3
,,,,,,Iiithexmaniii,8,1,8,0,0,1,3,2,20.0,10,2,4,50.0
,,,,,,Stammm7,6,2,0,1,1,4,2,2,40.0,5,2,3,66.7
,,,Dawg Mentality,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,Best Break,28,1,4,3,0,3,1,9,56.3,16,6,10,60.0
,,,,,,ODthatdude,16,14,4,0,1,0,1,7,100.0,7,0,0,0
,,,,,,xthebeltx,12,2,5,0,0,0,4,4,40.0,10,3,8,37.5
,,,,,,Drenchgod919,9,3,1,2,2,2,0,4,44.4,9,1,3,33.3
,,,,,,JGxCashout919,3,1,1,0,0,3,1,1,50.0,2,1,2,50.0
