Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Bodega Cats,0|0|0|0|0|86,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,35,0,3,4,0,0,1,14,93.3,15,6,7,85.7
,,,,,,GK1LLER77,25,0,2,0,0,0,2,10,83.3,12,5,7,71.4
,,,,,,lvlr Syn,12,4,0,0,2,2,0,5,83.3,6,2,2,100.0
,,,,,,o_ihoop5_o,7,2,10,4,0,3,1,3,33.3,9,1,4,25.0
,,,,,,TaeCP,7,13,3,0,0,1,2,3,60.0,5,1,1,100.0
,,,DUB DYNASTY,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,Itsk3nnyttv,38,0,6,1,0,0,4,12,54.5,22,11,19,57.9
,,,,,,Tiktokpablo,18,0,2,0,0,0,1,8,72.7,11,2,3,66.7
,,,,,,Zendrawlin,8,8,4,1,0,0,0,3,75.0,4,0,1,0.0
,,,,,,Dynastyxkdub2k,4,2,1,1,0,2,1,1,20.0,5,1,4,25.0
,,,,,,DynastyxTay,0,3,1,2,0,0,2,0,0.0,4,0,4,0.0
