Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Free Smoke,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,24,0,13,1,0,0,2,8,72.7,11,5,8,62.5
,,,,,,ooJxden,22,3,2,2,1,0,0,8,61.5,13,6,9,66.7
,,,,,,IssaCreed-_,18,11,6,1,1,1,2,9,75.0,12,0,1,0.0
,,,,,,DonFloatinn,11,1,2,3,0,1,0,5,55.6,9,1,3,33.3
,,,,,,WaveLuciann,7,1,1,2,0,5,1,3,75.0,4,1,1,100.0
,,,New Strap City,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,Im_different4,18,11,0,0,1,0,1,9,81.8,11,0,0,0
,,,,,,Melo3pt,14,0,2,1,1,1,0,5,71.4,7,4,5,80.0
,,,,,,TheGlue4,13,0,11,0,0,0,7,3,23.1,13,3,8,37.5
,,,,,,Yikki-Za,13,5,1,2,1,3,1,5,71.4,7,3,4,75.0
,,,,,,iFlexx_48,9,0,0,1,0,2,1,3,50.0,6,3,5,60.0
