Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Bodega Cats,0|0|0|0|0|74,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,31,2,1,0,0,0,2,11,78.6,14,9,12,75.0
,,,,,,goldenboy YP,17,1,5,0,0,3,3,8,50.0,16,1,4,25.0
,,,,,,TaeCP,13,10,6,0,2,2,2,6,85.7,7,1,1,100.0
,,,,,,lvlr Syn,9,8,3,0,1,1,0,4,66.7,6,1,2,50.0
,,,,,,o_ihoop5_o,4,6,9,4,0,2,3,2,100.0,2,0,0,0
,,,DUB DYNASTY,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,Itsk3nnyttv,29,1,5,1,0,1,3,10,71.4,14,6,9,66.7
,,,,,,Walksum-,20,0,3,3,0,1,0,8,53.3,15,4,8,50.0
,,,,,,Zendrawlin,9,6,3,1,0,0,0,4,57.1,7,0,0,0
,,,,,,DynastyxTay,3,0,0,2,0,1,1,1,14.3,7,1,5,20.0
,,,,,,Dynastyxkdub2k,3,2,1,2,1,0,0,1,25.0,4,1,2,50.0
