Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,6ix Elite,0|0|0|0|0|61,Win,,,,,,,,,,,,,,
,,,,,,StephBeenLit,23,0,4,1,0,1,0,9,60.0,15,5,8,62.5
,,,,,,RhinoDiarrhea,15,1,10,0,0,1,2,5,41.7,12,3,9,33.3
,,,,,,IIManuck,13,4,0,1,0,1,0,5,50.0,10,3,5,60.0
,,,,,,lilciink,6,3,1,2,0,1,0,3,75.0,4,0,0,0
,,,,,,Dungardoctor,4,10,3,0,0,1,0,2,40.0,5,0,1,0.0
,,,6ixFatal,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,HellaHeavys,19,0,1,0,0,1,2,8,57.1,14,3,6,50.0
,,,,,,Breeshaveli,18,1,8,0,0,0,0,7,63.6,11,2,6,33.3
,,,,,,IIswipez,11,0,1,1,1,2,0,3,75.0,4,3,4,75.0
,,,,,,IxJasonl,6,9,5,1,0,2,2,3,50.0,6,0,0,0
,,,,,,Teeswings,2,7,0,0,1,0,1,1,100.0,1,0,0,0
