Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,High Octane,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,II Quaa II,24,0,7,3,0,1,1,10,76.9,13,4,7,57.1
,,,,,,xHatedKy,21,11,2,0,0,2,0,10,83.3,12,1,1,100.0
,,,,,,SpilledMyWock-,20,0,11,0,0,1,1,9,69.2,13,2,4,50.0
,,,,,,PurpDaMenace,12,2,2,1,0,4,2,6,85.7,7,0,1,0.0
,,,,,,WooHardxn,0,7,1,0,0,3,1,0,0.0,2,0,1,0.0
,,,Untouchabulls,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,LockGPT,27,0,2,2,1,2,2,8,47.1,17,7,12,58.3
,,,,,,ICHEVVAI,15,4,1,1,1,0,0,5,50.0,10,5,8,62.5
,,,,,,ISwaggyz,14,1,5,0,0,3,0,6,37.5,16,2,10,20.0
,,,,,,ICoscu,8,7,7,1,0,1,1,3,50.0,6,2,5,40.0
,,,,,,Controverssy,4,9,4,1,0,0,1,1,33.3,3,0,0,0
