Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,BulletProof,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,HellaHeavys,39,0,3,1,0,0,1,16,84.2,19,7,9,77.8
,,,,,,HellaBoots,31,1,10,1,0,1,1,11,64.7,17,7,11,63.6
,,,,,,sonovember,8,18,7,0,0,1,0,4,57.1,7,0,0,0
,,,,,,Cappianna,2,4,3,0,1,0,1,1,33.3,3,0,1,0.0
,,,,,,Jairo2k,0,0,0,2,0,1,0,0,0.0,1,0,1,0.0
,,,New Strap City,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,,
,,,,,,iFlexx_48,19,0,3,0,0,0,1,7,53.8,13,5,10,50.0
,,,,,,TheGlue4,15,0,4,0,0,0,2,6,46.2,13,3,9,33.3
,,,,,,RickThaShooter,12,8,3,0,0,0,2,5,41.7,12,2,5,40.0
,,,,,,Im_different4,3,4,3,1,0,0,1,1,50.0,2,1,2,50.0
,,,,,,Melo3pt,2,0,0,1,0,3,0,1,33.3,3,0,2,0.0
