Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Flourish Citizens,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,TGF4021,24,19,4,1,4,0,1,12,75.0,16,0,0,0
,,,,,,ImClem4Real,20,2,6,0,0,1,5,7,43.8,16,4,10,40.0
,,,,,,JMDHeisman,13,1,1,0,1,2,0,6,60.0,10,1,4,25.0
,,,,,,M1keyTheGem40,10,5,3,0,0,1,2,5,71.4,7,0,1,0.0
,,,,,,xzDOPExz,3,2,2,1,0,1,0,1,16.7,6,1,3,33.3
,,,Nightmare City,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,xLattin,31,0,3,3,0,0,0,11,64.7,17,9,13,69.2
,,,,,,island Devil,24,1,9,1,0,0,0,8,40.0,20,6,17,35.3
,,,,,,Catchingblessing,13,2,3,0,1,2,0,5,100.0,5,3,3,100.0
,,,,,,XxCLUSIVE,6,8,4,1,0,1,3,3,75.0,4,0,0,0
,,,,,,Xxmoneycashxx,4,1,2,2,0,1,2,2,100.0,2,0,0,0
