Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Heartless,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,
,,,,,,GINOBILLI,27,0,12,3,0,1,0,11,61.1,18,5,12,41.7
,,,,,,lllllll1,24,0,3,1,0,0,1,10,66.7,15,4,7,57.1
,,,,,,II MxL II,13,13,3,1,1,3,2,6,66.7,9,1,2,50.0
,,,,,,Prvmx,13,0,1,3,0,2,0,6,66.7,9,1,2,50.0
,,,,,,Nice pluq,0,2,2,0,0,1,0,0,0.0,1,0,1,0.0
,,,Nightmare City,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,xLattin,45,0,2,2,0,0,3,17,81.0,21,11,14,78.6
,,,,,,island Devil,22,1,12,0,0,1,4,7,43.8,16,6,13,46.2
,,,,,,XxCLUSIVE,8,13,5,1,1,1,2,4,80.0,5,0,0,0
,,,,,,Catchingblessing,5,3,1,0,0,1,0,2,40.0,5,1,4,25.0
,,,,,,Xxmoneycashxx,2,1,0,0,0,1,0,1,100.0,1,0,0,0
