Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|104,Win,,,,,,,,,,,,,,
,,,,,,Wrap Again,40,0,2,0,0,3,0,13,81.3,16,9,12,75.0
,,,,,,Ima sell,33,0,0,1,0,1,0,11,73.3,15,11,14,78.6
,,,,,,WavyJC_,18,2,17,2,1,4,3,6,50.0,12,6,11,54.5
,,,,,,KingSebass_,7,11,5,2,0,2,0,3,60.0,5,0,0,0
,,,,,,sSq5der,6,5,6,1,0,2,3,2,50.0,4,2,4,50.0
,,,Free Smoke,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,35,0,3,1,0,0,3,13,65.0,20,6,10,60.0
,,,,,,ooJxden,13,6,2,2,0,3,1,4,50.0,8,3,6,50.0
,,,,,,IssaCreed-_,12,0,0,1,0,3,2,5,100.0,5,2,2,100.0
,,,,,,WaveLuciann,11,6,3,0,0,0,4,4,57.1,7,1,3,33.3
,,,,,,DonFloatinn,7,0,1,0,0,1,0,3,100.0,3,1,1,100.0
