Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Free Smoke,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,23,0,3,0,0,0,3,8,53.3,15,7,13,53.8
,,,,,,WaveLuciann,12,3,2,0,0,3,2,5,38.5,13,2,6,33.3
,,,,,,ooJxden,11,5,4,3,2,0,3,4,50.0,8,3,7,42.9
,,,,,,DonFloatinn,4,0,0,2,0,0,0,2,33.3,6,0,1,0.0
,,,,,,IssaCreed-_,4,5,2,1,0,1,3,2,50.0,4,0,1,0.0
,,,Abandoned Ones,0|0|0|0|0|95,Win,,,,,,,,,,,,,,,
,,,,,,WavyJC_,29,2,11,3,0,0,1,10,58.8,17,7,12,58.3
,,,,,,Wrap Again,27,0,5,0,0,0,3,10,58.8,17,7,13,53.8
,,,,,,Ima sell,22,1,1,3,0,2,1,8,88.9,9,6,7,85.7
,,,,,,sSq5der,11,4,5,4,1,0,0,4,57.1,7,3,5,60.0
,,,,,,KingSebass_,6,19,6,0,0,3,2,3,60.0,5,0,1,0.0
