Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,No Cap Pro Am,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,
,,,,,,GBN_Boosted,28,1,2,3,0,1,1,11,78.6,14,6,8,75.0
,,,,,,TTV-II|205|||,12,5,13,3,0,2,4,5,41.7,12,2,6,33.3
,,,,,,eastcideYP357,10,3,2,0,0,1,2,5,50.0,10,0,1,0.0
,,,,,,Sells_TV,5,0,2,0,0,2,2,2,40.0,5,1,3,33.3
,,,,,,Billion_TTV,4,9,0,1,1,1,4,2,40.0,5,0,3,0.0
,,,Untouchabulls,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,ISwaggyz,34,0,7,2,0,0,2,12,70.6,17,6,9,66.7
,,,,,,o Zensation,17,7,0,1,0,1,1,6,54.5,11,5,10,50.0
,,,,,,Controverssy,14,12,6,2,0,1,4,7,77.8,9,0,0,0
,,,,,,wwwSega,9,2,2,3,0,1,0,3,37.5,8,1,5,20.0
,,,,,,ICHEVVAI,9,2,4,4,0,1,0,3,50.0,6,3,5,60.0
