Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Blacklist,0|0|0|0|0|83,Win,,,,,,,,,,,,,,
,,,,,,NO llSTICKll,29,2,1,3,0,3,0,11,57.9,19,7,13,53.8
,,,,,,Cristiangotzen,22,0,8,0,0,0,0,8,53.3,15,6,11,54.5
,,,,,,First Yezzy,21,1,2,6,0,2,1,9,81.8,11,3,3,100.0
,,,,,,FakeStepk,8,11,6,3,0,0,2,4,50.0,8,0,1,0.0
,,,,,,KokiJames,3,5,2,1,0,3,1,1,33.3,3,1,3,33.3
,,,THE MOB,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,19,0,1,0,0,1,3,7,50.0,14,5,12,41.7
,,,,,,StopBaited,13,2,0,1,1,2,1,5,71.4,7,3,4,75.0
,,,,,,Gothum,9,7,1,0,2,0,1,3,27.3,11,2,7,28.6
,,,,,,Hit RB LT,9,15,9,0,0,0,5,4,80.0,5,0,0,0
,,,,,,PattyMil,5,1,6,0,0,0,4,2,28.6,7,1,5,20.0
