Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Bodega Cats,0|0|0|0|0|84,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,35,0,4,0,0,0,1,15,75.0,20,5,8,62.5
,,,,,,GK1LLER77,21,1,0,4,0,0,0,7,77.8,9,7,9,77.8
,,,,,,lvlr Syn,17,1,0,0,1,0,0,6,75.0,8,5,7,71.4
,,,,,,o_ihoop5_o,7,6,10,5,0,4,2,3,60.0,5,1,2,50.0
,,,,,,TaeCP,4,9,7,1,1,0,3,2,40.0,5,0,0,0
,,,Out of Sight,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,,
,,,,,,Maxter IQ,21,0,6,1,0,0,6,8,53.3,15,3,7,42.9
,,,,,,lFacus,21,0,2,1,0,0,2,8,50.0,16,5,11,45.5
,,,,,,blessinq,6,2,0,2,1,0,1,2,66.7,3,2,3,66.7
,,,,,,IIIDeathIll-,4,11,4,0,0,1,4,2,50.0,4,0,0,0
,,,,,,WatchMyBlock,2,1,0,1,0,0,0,1,33.3,3,0,2,0.0
