Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Bodega Cats,0|0|0|0|0|70,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,24,0,5,1,0,2,2,10,66.7,15,4,7,57.1
,,,,,,GK1LLER77,19,1,1,2,0,0,0,6,54.5,11,5,8,62.5
,,,,,,Rye vs Rah,17,3,2,1,0,1,1,6,50.0,12,3,7,42.9
,,,,,,TaeCP,7,14,6,0,0,0,1,3,42.9,7,1,3,33.3
,,,,,,o_ihoop5_o,3,1,5,2,2,2,0,1,50.0,2,1,1,100.0
,,,New Strap City,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,,
,,,,,,TheGlue4,41,0,6,0,0,0,1,15,60.0,25,8,15,53.3
,,,,,,|-Dreadz-|,10,9,6,0,0,0,2,5,100.0,5,0,0,0
,,,,,,Slim_jim48,5,6,3,1,1,1,0,2,66.7,3,1,2,50.0
,,,,,,Melo3pt,5,2,6,0,0,2,2,2,40.0,5,1,3,33.3
,,,,,,Yikki-Za,5,1,0,2,0,4,1,2,40.0,5,1,4,25.0
