Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Blacklist,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,Cristiangotzen,31,1,7,0,0,1,0,10,62.5,16,6,11,54.5
,,,,,,First Yezzy,21,0,3,3,0,2,0,8,88.9,9,3,4,75.0
,,,,,,NO llSTICKll,20,0,6,2,0,2,1,6,75.0,8,6,8,75.0
,,,,,,zaid stax,8,8,1,2,0,0,0,4,100.0,4,0,0,0
,,,,,,FakeStepk,0,3,1,1,2,4,1,0,0.0,1,0,1,0.0
,,,Wen family,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,oMirabal CF,21,0,6,0,0,3,5,9,47.4,19,3,5,60.0
,,,,,,I Ryan II,19,0,4,0,0,2,0,6,66.7,9,4,7,57.1
,,,,,,iiiTzDJ,13,1,1,0,1,3,2,5,62.5,8,3,5,60.0
,,,,,,PAGAN7PRl,7,12,1,1,0,2,0,2,33.3,6,0,0,0
,,,,,,Yerythebest2,2,6,2,0,0,1,1,1,33.3,3,0,2,0.0
