Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Supreme styles,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,LethalTrxster,19,9,3,1,0,1,2,9,75.0,12,1,2,50.0
,,,,,,Nolimitkev,12,1,2,0,0,5,1,4,33.3,12,3,8,37.5
,,,,,,Manzebk,12,0,1,4,0,3,1,5,71.4,7,2,3,66.7
,,,,,,Stammm7,12,8,3,1,0,0,0,5,83.3,6,2,3,66.7
,,,,,,Iiithexmaniii,7,0,13,1,0,0,4,3,42.9,7,1,2,50.0
,,,Must See TV,0|0|0|0|0|66,Win,,,,,,,,,,,,,,,
,,,,,,A WalkingBucket_,33,0,7,2,0,1,0,11,61.1,18,9,14,64.3
,,,,,,Osakueva,19,0,4,0,1,1,1,6,50.0,12,5,10,50.0
,,,,,,xPaleleiB,8,11,3,2,0,1,7,4,80.0,5,0,0,0
,,,,,,Solaar,3,0,0,0,0,3,0,1,33.3,3,1,3,33.3
,,,,,,Flac0__0,3,6,2,3,0,3,2,1,50.0,2,1,1,100.0
