Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Free Smoke,0|0|0|0|0|101,Win,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,29,0,12,0,0,0,1,10,66.7,15,9,13,69.2
,,,,,,DonFloatinn,27,0,2,0,0,0,0,11,84.6,13,5,6,83.3
,,,,,,ooJxden,18,8,2,0,0,1,2,7,70.0,10,4,6,66.7
,,,,,,IssaCreed-_,15,16,6,1,0,1,1,7,77.8,9,1,1,100.0
,,,,,,WaveLuciann,12,6,3,3,0,4,0,4,50.0,8,4,8,50.0
,,,The Father Hood,0|0|0|0|0|52,Loss,,,,,,,,,,,,,,,
,,,,,,Huntttoonice,22,0,4,1,0,1,1,7,43.8,16,6,12,50.0
,,,,,,Johnnyfresh21_,17,0,1,1,0,0,2,8,36.4,22,1,10,10.0
,,,,,,Jawndog781,6,13,3,1,1,1,1,3,50.0,6,0,0,0
,,,,,,Centerstagerage,5,4,2,0,0,0,0,2,28.6,7,1,6,16.7
,,,,,,itsDooly-,2,1,0,0,0,1,2,1,25.0,4,0,3,0.0
