Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Bodega Cats,0|0|0|0|0|85,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,33,0,2,0,0,0,1,11,61.1,18,8,15,53.3
,,,,,,goldenboy YP,32,0,8,3,0,2,1,12,60.0,20,5,11,45.5
,,,,,,TaeCP,11,16,1,0,0,1,1,5,100.0,5,1,1,100.0
,,,,,,o_ihoop5_o,7,3,7,5,0,2,1,3,60.0,5,1,1,100.0
,,,,,,Rye vs Rah,2,1,3,1,0,1,0,1,33.3,3,0,1,0.0
,,,The Father Hood,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,Builtdifferent,15,2,1,2,0,4,2,6,75.0,8,3,5,60.0
,,,,,,Johnnyfresh21_,15,0,8,1,0,1,4,6,46.2,13,2,8,25.0
,,,,,,Jawndog781,13,8,5,1,1,3,2,6,75.0,8,1,2,50.0
,,,,,,Huntttoonice,8,2,3,0,0,0,3,2,25.0,8,2,6,33.3
,,,,,,itsDooly-,5,1,1,0,0,1,0,2,100.0,2,1,1,100.0
