Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/27/2025,,Regular Season,Hells Paradise,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,30,0,12,0,0,0,0,11,78.6,14,8,10,80.0
,,,,,,MJ EXISTS,17,2,0,2,0,3,0,7,63.6,11,3,5,60.0
,,,,,,HillfrmdaLou,16,10,2,0,1,1,0,6,85.7,7,0,1,0.0
,,,,,,TTV 4kJayW,14,1,4,0,0,1,2,5,71.4,7,4,5,80.0
,,,,,,DonJulioTV,3,3,0,0,1,2,2,1,50.0,2,1,2,50.0
,,,Free Smoke,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,19,1,12,0,0,0,1,7,43.8,16,4,11,36.4
,,,,,,WaveLuciann,14,1,0,1,0,4,0,6,100.0,6,2,2,100.0
,,,,,,DonFloatinn,13,0,4,2,0,0,0,6,50.0,12,1,3,33.3
,,,,,,IssaCreed-_,12,9,3,0,0,1,0,6,85.7,7,0,1,0.0
,,,,,,ooJxden,11,2,2,1,0,2,1,4,57.1,7,3,6,50.0
