Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Fenix,0|0|0|0|0|48,Win,,,,,,,,,,,,,,
,,,,,,VizionHated,26,0,5,1,0,0,1,9,69.2,13,6,9,66.7
,,,,,,makina319,9,1,3,1,0,0,0,3,100.0,3,3,3,100.0
,,,,,,llchillzll,6,8,5,1,1,0,0,3,75.0,4,0,1,0.0
,,,,,,PanSobao-PR,5,3,0,2,0,2,0,2,40.0,5,1,3,33.3
,,,,,,Glyziix-,2,1,0,0,1,0,0,1,50.0,2,0,0,0
,,,New Strap City,0|0|0|0|0|26,Loss,,,,,,,,,,,,,,,
,,,,,,TheGlue4,11,0,3,1,0,0,0,4,44.4,9,3,6,50.0
,,,,,,iFlexx_48,9,0,1,0,0,0,2,4,66.7,6,1,3,33.3
,,,,,,RickThaShooter,6,2,0,0,0,0,2,3,75.0,4,0,0,0
,,,,,,Yikki-Za,0,0,0,0,0,1,0,0,0.0,1,0,1,0.0
,,,,,,Melo3pt,0,5,2,0,0,3,1,0,0.0,2,0,2,0.0
